*  *  Diary stub parameter file                                      HEADDIR      H  1  CUCHARS             
1  1  Number of consumer units (in thousands)                        CONSUNIT     S  1  CUCHARS             
*  *  Number of sample diaries                                       SAMPDIAR     S  1  CUCHARS             
*  *  Lower limit                                                    QUINTLIM     S  1  CUCHARS             
*  *  Consumer unit characteristics:                                 TITLECU      T  1  CUCHARS             
1  1    Income before taxes                                          INCBFTAX     D  1  CUCHARS             
1  3      Meals as pay                                               800700       D  1  CUCHARS             
1  3      Rent as pay                                                800710       D  1  CUCHARS             
1  3      Income before taxes                                        980000       D  1  CUCHARS             
1  1    Age of reference person                                      980020       D  1  CUCHARS             
*  *    Average number in consumer unit:                             TITLEACU     T  1  CUCHARS             
1  1      People                                                     980010       D  1  CUCHARS             
1  1      Children under 18                                          980050       D  1  CUCHARS             
1  1      Adults 65 and older                                        980060       D  1  CUCHARS             
1  1      Earners                                                    980030       D  1  CUCHARS             
1  1      Vehicles (owned)                                           980040       D  1  CUCHARS             
*  *  Percent distribution:                                          TITLEPD      T  1  CUCHARS             
*  *    Reference person:                                            TITLESRP     T  1  CUCHARS             
1  1      Men                                                        980210       D  1  CUCHARS             
1  1      Women                                                      980220       D  1  CUCHARS             
*  *    Housing tenure:                                              TITLEHT      T  1  CUCHARS             
1  1      Homeowner                                                  HOMEOWN      G  1  CUCHARS             
1  4        With mortgage                                            980230       D  1  CUCHARS             
1  4        Without mortgage                                         980240       D  1  CUCHARS             
1  4        Mortgage not reported                                    980250       D  1  CUCHARS             
1  1      Renter                                                     980260       D  1  CUCHARS             
*  *    Race of reference person:                                    TITLERRP     T  1  CUCHARS             
1  1      Black or African-American                                  980270       D  1  CUCHARS             
1  1      White, Asian, and all other races                          WHTNDOTH     G  1  CUCHARS             
1  4        White                                                    980281       D  1  CUCHARS             
1  4        Asian                                                    980282       D  1  CUCHARS             
1  4        All other races                                          980283       D  1  CUCHARS             
*  *    Hispanic or Latino origin of reference person:               TITLEHOP     T  1  CUCHARS             
1  1      Hispanic or Latino                                         980285       D  1  CUCHARS             
1  1      Not Hispanic or Latino                                     980286       D  1  CUCHARS             
*  *    Education of reference person:                               TITLEEDU     T  1  CUCHARS             
1  1      Elementary (1-8)                                           980290       D  1  CUCHARS             
1  1      High school (9-12)                                         980300       D  1  CUCHARS             
1  1      College                                                    980310       D  1  CUCHARS             
1  1      Never attended and other                                   980320       D  1  CUCHARS             
1  1    At least one vehicle owned                                   980330       D  1  CUCHARS             
1  1  Average weekly expenditures:                                   TITLEAWE     G  1  EXPEND              
1  2    Food                                                         FOODTOTL     G  1  EXPEND              
1  3      Food at home                                               FOODHOME     G  1  FOOD                
1  4        Cereals and bakery products                              CERBAKRY     G  1  FOOD                
1  5          Cereals and cereal products                            CEREAL       G  1  FOOD                
1  6            Flour                                                010110       D  1  FOOD                
1  6            Prepared flour mixes                                 010120       D  1  FOOD                
1  6            Ready-to-eat and cooked cereals                      010210       D  1  FOOD                
1  6            Rice                                                 010310       D  1  FOOD                
1  6            Pasta, cornmeal and other cereal products            010320       D  1  FOOD                
1  5          Bakery products                                        BAKERY       G  1  FOOD                
1  6            Bread                                                BREAD        G  1  FOOD                
1  7              White bread                                        020110       D  1  FOOD                
1  7              Bread, other than white                            020210       D  1  FOOD                
1  6            Cookies and crackers                                 CRAKCOOK     G  1  FOOD                
1  7              Cookies                                            020510       D  1  FOOD                
1  7              Crackers                                           020610       D  1  FOOD                
1  6            Frozen and refrigerated bakery products              020810       D  1  FOOD                
1  6            Other bakery products                                OTHBAKRY     G  1  FOOD                
1  7              Biscuits and rolls                                 020310       D  1  FOOD                
1  7              Cakes and cupcakes                                 020410       D  1  FOOD                
1  7              Bread and cracker products                         020620       D  1  FOOD                
1  7              Sweetrolls, coffee cakes, doughnuts                020710       D  1  FOOD                
1  7              Pies, tarts, turnovers                             020820       D  1  FOOD                
1  4        Meats, poultry, fish, and eggs                           ANIMAL       G  1  FOOD                
1  5          Beef                                                   BEEF         G  1  FOOD                
1  6            Ground beef                                          030110       D  1  FOOD                
1  6            Roast                                                ROAST        G  1  FOOD                
1  7              Chuck roast                                        030210       D  1  FOOD                
1  7              Round roast                                        030310       D  1  FOOD                
1  7              Other roast                                        030410       D  1  FOOD                
1  6            Steak                                                STEAK        G  1  FOOD                
1  7              Round steak                                        030510       D  1  FOOD                
1  7              Sirloin steak                                      030610       D  1  FOOD                
1  7              Other steak                                        030710       D  1  FOOD                
1  6            Other beef                                           030810       D  1  FOOD                
1  5          Pork                                                   PORK         G  1  FOOD                
1  6            Bacon                                                040110       D  1  FOOD                
1  6            Pork chops                                           040210       D  1  FOOD                
1  6            Ham                                                  HAM          G  1  FOOD                
1  7              Ham, not canned                                    040310       D  1  FOOD                
1  7              Canned ham                                         040610       D  1  FOOD                
1  6            Sausage                                              040510       D  1  FOOD                
1  6            Other pork                                           040410       D  1  FOOD                
1  5          Other meats                                            OTHRMEAT     G  1  FOOD                
1  6            Frankfurters                                         050110       D  1  FOOD                
1  6            Lunch meats (cold cuts)                              LNCHMEAT     G  1  FOOD                
1  7              Bologna, liverwurst, salami                        050210       D  1  FOOD                
1  7              Other lunchmeats                                   050310       D  1  FOOD                
1  6            Lamb, organ meats and others                         LAMBOTHR     G  1  FOOD                
1  7              Lamb and organ meats                               050410       D  1  FOOD                
1  7              Mutton, goat and game                              050900       D  1  FOOD                
1  5          Poultry                                                POULTRY      G  1  FOOD                
1  6            Fresh and frozen chickens                            CHICKEN      G  1  FOOD                
1  7              Fresh and frozen whole chicken                     060110       D  1  FOOD                
1  7              Fresh and frozen chicken parts                     060210       D  1  FOOD                
1  6            Other poultry                                        060310       D  1  FOOD                
1  5          Fish and seafood                                       FISHSEA      G  1  FOOD                
1  6            Canned fish and seafood                              070110       D  1  FOOD                
1  6            Fresh fish and shellfish                             070230       D  1  FOOD                
1  6            Frozen fish and shellfish                            070240       D  1  FOOD                
1  5          Eggs                                                   080110       D  1  FOOD                
1  4        Dairy products                                           DAIRY        G  1  FOOD                
1  5          Fresh milk and cream                                   MILKCRM      G  1  FOOD                
1  6            Fresh milk, all types                                090110       D  1  FOOD                
1  6            Cream                                                090210       D  1  FOOD                
1  5          Other dairy products                                   OTHDAIRY     G  1  FOOD                
1  6            Butter                                               100110       D  1  FOOD                
1  6            Cheese                                               100210       D  1  FOOD                
1  6            Ice cream and related products                       100410       D  1  FOOD                
1  6            Miscellaneous dairy products                         100510       D  1  FOOD                
1  4        Fruits and vegetables                                    FRUITVEG     G  1  FOOD                
1  5          Fresh fruits                                           FRSHFRUT     G  1  FOOD                
1  6            Apples                                               110110       D  1  FOOD                
1  6            Bananas                                              110210       D  1  FOOD                
1  6            Oranges                                              110310       D  1  FOOD                
1  6            Citrus fruits, excluding oranges                     110510       D  1  FOOD                
1  6            Other fresh fruits                                   110410       D  1  FOOD                
1  5          Fresh vegetables                                       FRESHVEG     G  1  FOOD                
1  6            Potatoes                                             120110       D  1  FOOD                
1  6            Lettuce                                              120210       D  1  FOOD                
1  6            Tomatoes                                             120310       D  1  FOOD                
1  6            Other fresh vegetables                               120410       D  1  FOOD                
1  5          Processed fruits                                       PROCFRUT     G  1  FOOD                
1  6            Frozen fruits and fruit juices                       FRZNFRUT     G  1  FOOD                
1  7              Frozen orange juice                                130110       D  1  FOOD                
1  7              Frozen fruits                                      130121       D  1  FOOD                
1  7              Frozen fruit juices                                130122       D  1  FOOD                
1  6            Canned fruits                                        130310       D  1  FOOD                
1  6            Dried fruit                                          130320       D  1  FOOD                
1  6            Fresh fruit juice                                    130211       D  1  FOOD                
1  6            Canned and bottled fruit juice                       130212       D  1  FOOD                
1  5          Processed vegetables                                   PROCVEG      G  1  FOOD                
1  6            Frozen vegetables                                    140110       D  1  FOOD                
